# ID: svediakorp-rel109
# author: 
# authorBorn: 
# pseudonym: 
# translator: 
# title: Apostlagärningarna (Acts of the Apostles)
# subtitle: 
# originalTitle: Sancti Joannis oppenbarilse
# manuscriptDate: 1526
# originDate: 
# retrieveDate: 2019-10-21
# sourceDescription: Description from Fornsvenska textbanken (https://project2.sol.lu.se/fornsvenska/): "Nya testamentet på svenska utkom 1526. För närvarande finns bara några enstaka böcker ur NT i digitalt format. De är tillkomna inom projektet Niederdeutsch in Skandinavien och har anpassats till textbanken av Ludger Zeevaert vid Hamburgs universitet."
# genre: religion
# subgenre: biblical
# location: 
# language: sv
# languageVariety: 
# codeswitching: 
# originalLanguage: 
# manuscript: 
# manuscriptChapter: 
# manuscriptPages: 
# printer: 
# printedVolume: 
# printedIssue: 
# printedPages: 
# printedDate: 
# editor: 
# publisher: 
# digitisationMethod: 
# transcriptionPrinciples: 
# transcriber: 
# retrievedFrom: Fornsvenska textbanken (https://project2.sol.lu.se/fornsvenska/)
# retrieveFormat: RTF
# annotation: tokens
# annotationMethod: automatic
# words: 12,722
# sentences: 145
# sentenceOrder: original
# URL: https://project2.sol.lu.se/fornsvenska/05_Filer/Apd26SLundversion.rtf
# cite: 
# availability: CC-BY 4.0 (https://creativecommons.org/licenses/by/4.0/)


# sent_id = 1
# text = Jesus. Förspråk vthi Sancti Joannis oppenbarilse.
113	_	_	till	_	_	_	_	_	_	_	_	_	_
114	_	_	ath	_	_	_	_	_	_	_	_	_	_
115	_	_	någhra	_	_	_	_	_	_	_	_	_	_
116	_	_	nyia	_	_	_	_	_	_	_	_	_	_
117	_	_	prophecier	_	_	_	_	_	_	_	_	_	_
118	_	_	föra	_	_	_	_	_	_	_	_	_	_
119	_	_	.	_	_	_	_	_	_	_	_	_	_

# sent_id = 3
# text = Finnes och ingen prophete så alstinges j genom alt hans taal handlat haffua medh syner som thenna Joannes giordt haffuer.
1	_	_	Finnes	_	_	_	_	_	_	_	_	_	_
2	_	_	och	_	_	_	_	_	_	_	_	_	_
3	_	_	ingen	_	_	_	_	_	_	_	_	_	_
4	_	_	prophete	_	_	_	_	_	_	_	_	_	_
5	_	_	så	_	_	_	_	_	_	_	_	_	_
6	_	_	alstinges	_	_	_	_	_	_	_	_	_	_
7	_	_	j	_	_	_	_	_	_	_	_	_	_
8	_	_	genom	_	_	_	_	_	_	_	_	_	_
9	_	_	alt	_	_	_	_	_	_	_	_	_	_
10	_	_	hans	_	_	_	_	_	_	_	_	_	_
11	_	_	taal	_	_	_	_	_	_	_	_	_	_
12	_	_	handlat	_	_	_	_	_	_	_	_	_	_
13	_	_	haffua	_	_	_	_	_	_	_	_	_	_
14	_	_	medh	_	_	_	_	_	_	_	_	_	_
15	_	_	syner	_	_	_	_	_	_	_	_	_	_
16	_	_	som	_	_	_	_	_	_	_	_	_	_
17	_	_	thenna	_	_	_	_	_	_	_	_	_	_
18	_	_	Joannes	_	_	_	_	_	_	_	_	_	_
19	_	_	giordt	_	_	_	_	_	_	_	_	_	_
20	_	_	haffuer	_	_	_	_	_	_	_	_	_	_
21	_	_	.	_	_	_	_	_	_	_	_	_	_

# sent_id = 4
# text = Ther vthöffuer synes alt för mykit wara, ath han så medh trugh hårdeligha befaler thenna sin book ath hålla, mera än någhor annor helogh book gör, ther mykit meer macht på ligger, så ath han sägher, ath om någhor legger här någhot bort, frå honom skulle och gudh borttagha hans lott vthur lijffzens book, och om någhor legger här någhot till, på honom skulle gudh leggia the plåghor som scriffna äro j bokenne, och twerdt emoot, ath salughe äro the som hålla huadh ther vthi står, en doch ingen weet huadh thet är, huru skal man thå hållat, och är en deels som wij thet intit hadhe, och äro doch många andra helgha böker för handen som man hålla skall.
1	_	_	Ther	_	_	_	_	_	_	_	_	_	_
2	_	_	vthöffuer	_	_	_	_	_	_	_	_	_	_
3	_	_	synes	_	_	_	_	_	_	_	_	_	_
4	_	_	alt	_	_	_	_	_	_	_	_	_	_
5	_	_	för	_	_	_	_	_	_	_	_	_	_
6	_	_	mykit	_	_	_	_	_	_	_	_	_	_
7	_	_	wara	_	_	_	_	_	_	_	_	_	_
8	_	_	,	_	_	_	_	_	_	_	_	_	_
9	_	_	ath	_	_	_	_	_	_	_	_	_	_
10	_	_	han	_	_	_	_	_	_	_	_	_	_
11	_	_	så	_	_	_	_	_	_	_	_	_	_
12	_	_	medh	_	_	_	_	_	_	_	_	_	_
13	_	_	trugh	_	_	_	_	_	_	_	_	_	_
14	_	_	hårdeligha	_	_	_	_	_	_	_	_	_	_
15	_	_	befaler	_	_	_	_	_	_	_	_	_	_
16	_	_	thenna	_	_	_	_	_	_	_	_	_	_
17	_	_	sin	_	_	_	_	_	_	_	_	_	_
18	_	_	book	_	_	_	_	_	_	_	_	_	_
19	_	_	ath	_	_	_	_	_	_	_	_	_	_
20	_	_	hålla	_	_	_	_	_	_	_	_	_	_
21	_	_	,	_	_	_	_	_	_	_	_	_	_
22	_	_	mera	_	_	_	_	_	_	_	_	_	_
23	_	_	än	_	_	_	_	_	_	_	_	_	_
24	_	_	någhor	_	_	_	_	_	_	_	_	_	_
25	_	_	annor	_	_	_	_	_	_	_	_	_	_
26	_	_	helogh	_	_	_	_	_	_	_	_	_	_
27	_	_	book	_	_	_	_	_	_	_	_	_	_
28	_	_	gör	_	_	_	_	_	_	_	_	_	_
29	_	_	,	_	_	_	_	_	_	_	_	_	_
30	_	_	ther	_	_	_	_	_	_	_	_	_	_
31	_	_	mykit	_	_	_	_	_	_	_	_	_	_
32	_	_	meer	_	_	_	_	_	_	_	_	_	_
33	_	_	macht	_	_	_	_	_	_	_	_	_	_
34	_	_	på	_	_	_	_	_	_	_	_	_	_
35	_	_	ligger	_	_	_	_	_	_	_	_	_	_
36	_	_	,	_	_	_	_	_	_	_	_	_	_
37	_	_	så	_	_	_	_	_	_	_	_	_	_
38	_	_	ath	_	_	_	_	_	_	_	_	_	_
39	_	_	han	_	_	_	_	_	_	_	_	_	_
40	_	_	sägher	_	_	_	_	_	_	_	_	_	_
41	_	_	,	_	_	_	_	_	_	_	_	_	_
42	_	_	ath	_	_	_	_	_	_	_	_	_	_
43	_	_	om	_	_	_	_	_	_	_	_	_	_
44	_	_	någhor	_	_	_	_	_	_	_	_	_	_
45	_	_	legger	_	_	_	_	_	_	_	_	_	_
46	_	_	här	_	_	_	_	_	_	_	_	_	_
47	_	_	någhot	_	_	_	_	_	_	_	_	_	_
48	_	_	bort	_	_	_	_	_	_	_	_	_	_
49	_	_	,	_	_	_	_	_	_	_	_	_	_
50	_	_	frå	_	_	_	_	_	_	_	_	_	_
51	_	_	honom	_	_	_	_	_	_	_	_	_	_
52	_	_	skulle	_	_	_	_	_	_	_	_	_	_
53	_	_	och	_	_	_	_	_	_	_	_	_	_
54	_	_	gudh	_	_	_	_	_	_	_	_	_	_
55	_	_	borttagha	_	_	_	_	_	_	_	_	_	_
56	_	_	hans	_	_	_	_	_	_	_	_	_	_
57	_	_	lott	_	_	_	_	_	_	_	_	_	_
58	_	_	vthur	_	_	_	_	_	_	_	_	_	_
59	_	_	lijffzens	_	_	_	_	_	_	_	_	_	_
60	_	_	book	_	_	_	_	_	_	_	_	_	_
61	_	_	,	_	_	_	_	_	_	_	_	_	_
62	_	_	och	_	_	_	_	_	_	_	_	_	_
63	_	_	om	_	_	_	_	_	_	_	_	_	_
64	_	_	någhor	_	_	_	_	_	_	_	_	_	_
65	_	_	legger	_	_	_	_	_	_	_	_	_	_
66	_	_	här	_	_	_	_	_	_	_	_	_	_
67	_	_	någhot	_	_	_	_	_	_	_	_	_	_
68	_	_	till	_	_	_	_	_	_	_	_	_	_
69	_	_	,	_	_	_	_	_	_	_	_	_	_
70	_	_	på	_	_	_	_	_	_	_	_	_	_
71	_	_	honom	_	_	_	_	_	_	_	_	_	_
72	_	_	skulle	_	_	_	_	_	_	_	_	_	_
73	_	_	gudh	_	_	_	_	_	_	_	_	_	_
74	_	_	leggia	_	_	_	_	_	_	_	_	_	_
75	_	_	the	_	_	_	_	_	_	_	_	_	_
76	_	_	plåghor	_	_	_	_	_	_	_	_	_	_
77	_	_	som	_	_	_	_	_	_	_	_	_	_
78	_	_	scriffna	_	_	_	_	_	_	_	_	_	_
79	_	_	äro	_	_	_	_	_	_	_	_	_	_
80	_	_	j	_	_	_	_	_	_	_	_	_	_
81	_	_	bokenne	_	_	_	_	_	_	_	_	_	_
82	_	_	,	_	_	_	_	_	_	_	_	_	_
83	_	_	och	_	_	_	_	_	_	_	_	_	_
84	_	_	twerdt	_	_	_	_	_	_	_	_	_	_
85	_	_	emoot	_	_	_	_	_	_	_	_	_	_
86	_	_	,	_	_	_	_	_	_	_	_	_	_
87	_	_	ath	_	_	_	_	_	_	_	_	_	_
88	_	_	salughe	_	_	_	_	_	_	_	_	_	_
89	_	_	äro	_	_	_	_	_	_	_	_	_	_
90	_	_	the	_	_	_	_	_	_	_	_	_	_
91	_	_	som	_	_	_	_	_	_	_	_	_	_
92	_	_	hålla	_	_	_	_	_	_	_	_	_	_
93	_	_	huadh	_	_	_	_	_	_	_	_	_	_
94	_	_	ther	_	_	_	_	_	_	_	_	_	_
95	_	_	vthi	_	_	_	_	_	_	_	_	_	_
96	_	_	står	_	_	_	_	_	_	_	_	_	_
97	_	_	,	_	_	_	_	_	_	_	_	_	_
98	_	_	en	_	_	_	_	_	_	_	_	_	_
99	_	_	doch	_	_	_	_	_	_	_	_	_	_
100	_	_	ingen	_	_	_	_	_	_	_	_	_	_
101	_	_	weet	_	_	_	_	_	_	_	_	_	_
102	_	_	huadh	_	_	_	_	_	_	_	_	_	_
103	_	_	thet	_	_	_	_	_	_	_	_	_	_
104	_	_	är	_	_	_	_	_	_	_	_	_	_
105	_	_	,	_	_	_	_	_	_	_	_	_	_
106	_	_	huru	_	_	_	_	_	_	_	_	_	_
107	_	_	skal	_	_	_	_	_	_	_	_	_	_
108	_	_	man	_	_	_	_	_	_	_	_	_	_
109	_	_	thå	_	_	_	_	_	_	_	_	_	_
110	_	_	hållat	_	_	_	_	_	_	_	_	_	_
111	_	_	,	_	_	_	_	_	_	_	_	_	_
112	_	_	och	_	_	_	_	_	_	_	_	_	_
113	_	_	är	_	_	_	_	_	_	_	_	_	_
114	_	_	en	_	_	_	_	_	_	_	_	_	_
115	_	_	deels	_	_	_	_	_	_	_	_	_	_
116	_	_	som	_	_	_	_	_	_	_	_	_	_
117	_	_	wij	_	_	_	_	_	_	_	_	_	_
118	_	_	thet	_	_	_	_	_	_	_	_	_	_
119	_	_	intit	_	_	_	_	_	_	_	_	_	_
120	_	_	hadhe	_	_	_	_	_	_	_	_	_	_
121	_	_	,	_	_	_	_	_	_	_	_	_	_
122	_	_	och	_	_	_	_	_	_	_	_	_	_
123	_	_	äro	_	_	_	_	_	_	_	_	_	_
124	_	_	doch	_	_	_	_	_	_	_	_	_	_
125	_	_	många	_	_	_	_	_	_	_	_	_	_
126	_	_	andra	_	_	_	_	_	_	_	_	_	_
127	_	_	helgha	_	_	_	_	_	_	_	_	_	_
128	_	_	böker	_	_	_	_	_	_	_	_	_	_
129	_	_	för	_	_	_	_	_	_	_	_	_	_
130	_	_	handen	_	_	_	_	_	_	_	_	_	_
131	_	_	som	_	_	_	_	_	_	_	_	_	_
132	_	_	man	_	_	_	_	_	_	_	_	_	_
133	_	_	hålla	_	_	_	_	_	_	_	_	_	_
134	_	_	skall	_	_	_	_	_	_	_	_	_	_
135	_	_	.	_	_	_	_	_	_	_	_	_	_

# sent_id = 5
# text = Wardher och Christus här vthinnan intit lärdher eller kender, huilkit doch en apostel tilhörer ath göra som sagt är, och är för then skul lijct ath thenna book haffuer icke Sanctus Joannes apostel giordt, vthan en annan Joannes Theologus, som j Grekiska bökerna finnes scriffuit wara.
1	_	_	Wardher	_	_	_	_	_	_	_	_	_	_
2	_	_	och	_	_	_	_	_	_	_	_	_	_
3	_	_	Christus	_	_	_	_	_	_	_	_	_	_
4	_	_	här	_	_	_	_	_	_	_	_	_	_
5	_	_	vthinnan	_	_	_	_	_	_	_	_	_	_
6	_	_	intit	_	_	_	_	_	_	_	_	_	_
7	_	_	lärdher	_	_	_	_	_	_	_	_	_	_
8	_	_	eller	_	_	_	_	_	_	_	_	_	_
9	_	_	kender	_	_	_	_	_	_	_	_	_	_
10	_	_	,	_	_	_	_	_	_	_	_	_	_
11	_	_	huilkit	_	_	_	_	_	_	_	_	_	_
12	_	_	doch	_	_	_	_	_	_	_	_	_	_
13	_	_	en	_	_	_	_	_	_	_	_	_	_
14	_	_	apostel	_	_	_	_	_	_	_	_	_	_
15	_	_	tilhörer	_	_	_	_	_	_	_	_	_	_
16	_	_	ath	_	_	_	_	_	_	_	_	_	_
17	_	_	göra	_	_	_	_	_	_	_	_	_	_
18	_	_	som	_	_	_	_	_	_	_	_	_	_
19	_	_	sagt	_	_	_	_	_	_	_	_	_	_
20	_	_	är	_	_	_	_	_	_	_	_	_	_
21	_	_	,	_	_	_	_	_	_	_	_	_	_
22	_	_	och	_	_	_	_	_	_	_	_	_	_
23	_	_	är	_	_	_	_	_	_	_	_	_	_
24	_	_	för	_	_	_	_	_	_	_	_	_	_
25	_	_	then	_	_	_	_	_	_	_	_	_	_
26	_	_	skul	_	_	_	_	_	_	_	_	_	_
27	_	_	lijct	_	_	_	_	_	_	_	_	_	_
28	_	_	ath	_	_	_	_	_	_	_	_	_	_
29	_	_	thenna	_	_	_	_	_	_	_	_	_	_
30	_	_	book	_	_	_	_	_	_	_	_	_	_
31	_	_	haffuer	_	_	_	_	_	_	_	_	_	_
32	_	_	icke	_	_	_	_	_	_	_	_	_	_
33	_	_	Sanctus	_	_	_	_	_	_	_	_	_	_
34	_	_	Joannes	_	_	_	_	_	_	_	_	_	_
35	_	_	apostel	_	_	_	_	_	_	_	_	_	_
36	_	_	giordt	_	_	_	_	_	_	_	_	_	_
37	_	_	,	_	_	_	_	_	_	_	_	_	_
38	_	_	vthan	_	_	_	_	_	_	_	_	_	_
39	_	_	en	_	_	_	_	_	_	_	_	_	_
40	_	_	annan	_	_	_	_	_	_	_	_	_	_
41	_	_	Joannes	_	_	_	_	_	_	_	_	_	_
42	_	_	Theologus	_	_	_	_	_	_	_	_	_	_
43	_	_	,	_	_	_	_	_	_	_	_	_	_
44	_	_	som	_	_	_	_	_	_	_	_	_	_
45	_	_	j	_	_	_	_	_	_	_	_	_	_
46	_	_	Grekiska	_	_	_	_	_	_	_	_	_	_
47	_	_	bökerna	_	_	_	_	_	_	_	_	_	_
48	_	_	finnes	_	_	_	_	_	_	_	_	_	_
49	_	_	scriffuit	_	_	_	_	_	_	_	_	_	_
50	_	_	wara	_	_	_	_	_	_	_	_	_	_
51	_	_	.	_	_	_	_	_	_	_	_	_	_

# sent_id = 6
# text = Äär thet och itt annat teekn til, ath thet är icke S. Joannis apostels book, ath han här så offta nempner sitt nampn, thet han doch icke pläghar je euangelio eller sine Epistler, vtan heller tigher sitt nampn och sägher, Then discipulen som Jesus elskadhe.
1	_	_	Äär	_	_	_	_	_	_	_	_	_	_
2	_	_	thet	_	_	_	_	_	_	_	_	_	_
3	_	_	och	_	_	_	_	_	_	_	_	_	_
4	_	_	itt	_	_	_	_	_	_	_	_	_	_
5	_	_	annat	_	_	_	_	_	_	_	_	_	_
6	_	_	teekn	_	_	_	_	_	_	_	_	_	_
7	_	_	til	_	_	_	_	_	_	_	_	_	_
8	_	_	,	_	_	_	_	_	_	_	_	_	_
9	_	_	ath	_	_	_	_	_	_	_	_	_	_
10	_	_	thet	_	_	_	_	_	_	_	_	_	_
11	_	_	är	_	_	_	_	_	_	_	_	_	_
12	_	_	icke	_	_	_	_	_	_	_	_	_	_
13	_	_	S	_	_	_	_	_	_	_	_	_	_
14	_	_	.	_	_	_	_	_	_	_	_	_	_
15	_	_	Joannis	_	_	_	_	_	_	_	_	_	_
16	_	_	apostels	_	_	_	_	_	_	_	_	_	_
17	_	_	book	_	_	_	_	_	_	_	_	_	_
18	_	_	,	_	_	_	_	_	_	_	_	_	_
19	_	_	ath	_	_	_	_	_	_	_	_	_	_
20	_	_	han	_	_	_	_	_	_	_	_	_	_
21	_	_	här	_	_	_	_	_	_	_	_	_	_
22	_	_	så	_	_	_	_	_	_	_	_	_	_
23	_	_	offta	_	_	_	_	_	_	_	_	_	_
24	_	_	nempner	_	_	_	_	_	_	_	_	_	_
25	_	_	sitt	_	_	_	_	_	_	_	_	_	_
26	_	_	nampn	_	_	_	_	_	_	_	_	_	_
27	_	_	,	_	_	_	_	_	_	_	_	_	_
28	_	_	thet	_	_	_	_	_	_	_	_	_	_
29	_	_	han	_	_	_	_	_	_	_	_	_	_
30	_	_	doch	_	_	_	_	_	_	_	_	_	_
31	_	_	icke	_	_	_	_	_	_	_	_	_	_
32	_	_	pläghar	_	_	_	_	_	_	_	_	_	_
33	_	_	je	_	_	_	_	_	_	_	_	_	_
34	_	_	euangelio	_	_	_	_	_	_	_	_	_	_
35	_	_	eller	_	_	_	_	_	_	_	_	_	_
36	_	_	sine	_	_	_	_	_	_	_	_	_	_
37	_	_	Epistler	_	_	_	_	_	_	_	_	_	_
38	_	_	,	_	_	_	_	_	_	_	_	_	_
39	_	_	vtan	_	_	_	_	_	_	_	_	_	_
40	_	_	heller	_	_	_	_	_	_	_	_	_	_
41	_	_	tigher	_	_	_	_	_	_	_	_	_	_
42	_	_	sitt	_	_	_	_	_	_	_	_	_	_
43	_	_	nampn	_	_	_	_	_	_	_	_	_	_
44	_	_	och	_	_	_	_	_	_	_	_	_	_
45	_	_	sägher	_	_	_	_	_	_	_	_	_	_
46	_	_	,	_	_	_	_	_	_	_	_	_	_
47	_	_	Then	_	_	_	_	_	_	_	_	_	_
48	_	_	discipulen	_	_	_	_	_	_	_	_	_	_
49	_	_	som	_	_	_	_	_	_	_	_	_	_
50	_	_	Jesus	_	_	_	_	_	_	_	_	_	_
51	_	_	elskadhe	_	_	_	_	_	_	_	_	_	_
52	_	_	.	_	_	_	_	_	_	_	_	_	_

# sent_id = 7
# text = Wäl är sandt ath Sanctus Jeronimus håller mykit aff thenna book och sägher ath ther är såå mång heemligh ting vthi såå som oord etc. Doch sägher han ther icke bewijsning till, vtan elles rundeligha prijsar henne, som han och finnes mångastadz warit mykit rund j hans prijs.
1	_	_	Wäl	_	_	_	_	_	_	_	_	_	_
2	_	_	är	_	_	_	_	_	_	_	_	_	_
3	_	_	sandt	_	_	_	_	_	_	_	_	_	_
4	_	_	ath	_	_	_	_	_	_	_	_	_	_
5	_	_	Sanctus	_	_	_	_	_	_	_	_	_	_
6	_	_	Jeronimus	_	_	_	_	_	_	_	_	_	_
7	_	_	håller	_	_	_	_	_	_	_	_	_	_
8	_	_	mykit	_	_	_	_	_	_	_	_	_	_
